poster,recipient,relationship,tweet date,tweet id,tweet,hashtags,retweet status
estrellaguapa34,lalain,mentions,tue oct 04 16:06:12 +0000 2016,783337434125836288,"rt @lalain: #la1erefoissurtwitter ""mais comment ils font les gens pour avoir 100 followers? c'est inatteignable :(""",['la1erefoissurtwitter'],True
imjustterrie,imjustterrie,tweet,tue oct 04 16:10:42 +0000 2016,783338566583717888,Когда встал с кровати и начала кружиться голова https://t.co/zzpzlqvvpt,[],False
thugs_killer,patrycjusz220,mentions,tue oct 04 16:11:48 +0000 2016,783338843416195073,"rt @patrycjusz220: metoda na zrozumienie poezji mickiewicza:

-1 działka mefedronu
-5 tabletek acodinu
-1 kieliszek wódki
-20 przysiadów
-p…",[],True
charlie_hedrick,bimmerella,mentions,tue oct 04 16:15:49 +0000 2016,783339854264410112,"rt @bimmerella: john oliver breaks down scandals in this campaign.  #hillno #neverhillary sack up and pay attention.  school is in.
https:/…","['hillno', 'neverhillary']",True
anuta_anuta31,anuta_anuta31,tweet,tue oct 04 16:23:50 +0000 2016,783341871707938816,https://t.co/ix2xkme7td,[],False
prosto_karl,imjustterrie,mentions,tue oct 04 16:24:22 +0000 2016,783342005917212673,rt @imjustterrie: Я просто устал от жизни: https://t.co/wka2cuemej,[],True
polubedova2,bel_luna27,mentions,tue oct 04 16:24:36 +0000 2016,783342064650055685,rt @bel_luna27: @polubedova2 и я тебя  очень ❤,[],True
polubedova2,polubedova2,mentions,tue oct 04 16:24:36 +0000 2016,783342064650055685,rt @bel_luna27: @polubedova2 и я тебя  очень ❤,[],True
cynthiaaa51,cynthiaaa51,tweet,tue oct 04 16:27:06 +0000 2016,783342693799780352,im tyrion. discover which #gameofthrones character you are! sign in: https://t.co/qvntvydsbj https://t.co/x8ap9acunu,['gameofthrones'],False
nskarlet,imjustterrie,mentions,tue oct 04 16:27:30 +0000 2016,783342794471567361,"rt @imjustterrie: Эй ,Перфекционисты, я вам идеальную тень нашёл https://t.co/ngkdkrvuuz",[],True
marcenkevich,pandagaro,mentions,tue oct 04 16:28:28 +0000 2016,783343037749559296,rt @pandagaro: iwaoi aes board. https://t.co/vh4sniqkxo,[],True
snlz0,snlz0,tweet,tue oct 04 16:38:27 +0000 2016,783345550116659201,the latest character to return to game of thrones could have... https://t.co/zcapcllrtd #gameofthrones,['gameofthrones'],False
dasha16217,dasha16217,tweet,tue oct 04 16:42:40 +0000 2016,783346611284021248,Когда настроение меняется чаще чем...  Что там часто меняется?? https://t.co/qumwjlzjdp,[],False
madmakny,ronfunches,mentions,tue oct 04 16:42:47 +0000 2016,783346640635695105,rt @ronfunches: twitter during election season is the worst comedian i've ever seen.,[],True
